metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.005397458897925775,1754638130,,False,1,d7b06def,2025-08-08_09-28-50,0.00010204315185546875,0.00010204315185546875,12654,MacBook,127.0.0.1,0.00010204315185546875,1
