name,status,trial_seed,exception,traceback,bucket,"metric:accuracy [0.0, 1.0] (maximize)",config:RandomForestClassifier:max_samples,config:RandomForestClassifier:n_estimators,memory:start_vms,memory:end_vms,memory:diff_vms,memory:start_rss,memory:end_rss,memory:diff_rss,memory:unit,time:start,time:end,time:duration,time:kind,time:unit,deepcave:time:start,deepcave:time:end
config_id=2_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9736842105263158,0.8406849823892116,54,1845927936,1845927936,0,131551232,133517312,1966080,bytes,1.1920928955078125e-06,0.03528165817260742,0.035280466079711914,wall,seconds,1.1920928955078125e-06,0.03528165817260742
config_id=1_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9736842105263158,0.168258897960186,78,1845927936,1845927936,0,131551232,133681152,2129920,bytes,0.0,0.04703116416931152,0.04703116416931152,wall,seconds,0.0,0.04703116416931152
config_id=4_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9473684210526315,0.3466761842370033,19,1845927936,1845927936,0,133844992,133844992,0,bytes,0.054305076599121094,0.0657656192779541,0.011460542678833008,wall,seconds,0.054305076599121094,0.0657656192779541
config_id=3_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9210526315789473,0.6694898478686809,69,1845927936,1845927936,0,133517312,133517312,0,bytes,0.04262948036193848,0.08653855323791504,0.04390907287597656,wall,seconds,0.04262948036193848,0.08653855323791504
config_id=5_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9473684210526315,0.4734434306621552,60,1845927936,1845927936,0,133844992,133844992,0,bytes,0.07143425941467285,0.10941219329833984,0.03797793388366699,wall,seconds,0.07143425941467285,0.10941219329833984
config_id=6_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9473684210526315,0.5478920616209507,28,1845927936,1845927936,0,133517312,133517312,0,bytes,0.09247803688049316,0.11415886878967285,0.021680831909179688,wall,seconds,0.09247803688049316,0.11415886878967285
config_id=8_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9473684210526315,0.2397467702627182,40,1845927936,1845927936,0,133517312,133517312,0,bytes,0.12035155296325684,0.1479051113128662,0.027553558349609375,wall,seconds,0.12035155296325684,0.1479051113128662
config_id=7_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9210526315789473,0.7638078220188618,92,1845927936,1845927936,0,133844992,133844992,0,bytes,0.11638784408569336,0.1814439296722412,0.06505608558654785,wall,seconds,0.11638784408569336,0.1814439296722412
config_id=10_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,0.9473684210526315,0.7011810459196568,13,1845927936,1845927936,0,133844992,133844992,0,bytes,0.1895461082458496,0.1992042064666748,0.009658098220825195,wall,seconds,0.1895461082458496,0.1992042064666748
config_id=9_seed=378518883_budget=None_instance=None,success,378518883,NA,NA,smac-doc-example,1.0,0.27719637751579285,74,1845927936,1845927936,0,133517312,133517312,0,bytes,0.1550455093383789,0.20531177520751953,0.050266265869140625,wall,seconds,0.1550455093383789,0.20531177520751953
