test_issue,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.005985587802323348,1754636924,,False,1,9e9614f9,2025-08-08_09-08-44,0.00011014938354492188,0.00011014938354492188,11250,MacBook,127.0.0.1,0.00011014938354492188,1
