score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.5,1747922690,,False,1,b92c8_00006,2025-05-22_16-04-50,0.0004448890686035156,0.0004448890686035156,17442,  .local,127.0.0.1,0.0004448890686035156,1
