test_issue,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.004783497983548953,1754636923,,False,1,8c59b094,2025-08-08_09-08-43,0.0001628398895263672,0.0001628398895263672,11248,MacBook,127.0.0.1,0.0001628398895263672,1
