score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0053620756029777155,1754638060,,False,1,0905299c,2025-08-08_09-27-40,0.00010704994201660156,0.00010704994201660156,12530,MacBook,127.0.0.1,0.00010704994201660156,1
