metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0014500461699691292,1754638129,,False,1,76cc4f99,2025-08-08_09-28-49,0.0001499652862548828,0.0001499652862548828,12652,MacBook,127.0.0.1,0.0001499652862548828,1
