score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0014074921146270169,1754638060,,False,1,08fff5f3,2025-08-08_09-27-40,0.00013899803161621094,0.00013899803161621094,12528,MacBook,127.0.0.1,0.00013899803161621094,1
