score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0030782531754754753,1747923460,,False,1,aeb07d05,2025-05-22_16-17-40,0.0001800060272216797,0.0001800060272216797,18665,  .local,127.0.0.1,0.0001800060272216797,1
