name,status,trial_seed,exception,traceback,bucket,"metric:accuracy [0.0, 1.0] (maximize)",config:RandomForestClassifier:max_samples,memory:start_vms,memory:end_vms,memory:diff_vms,memory:start_rss,memory:end_rss,memory:diff_rss,memory:unit,time:start,time:end,time:duration,time:kind,time:unit,deepcave:time:start,deepcave:time:end
config_id=12_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.11626629419534269,1843097600,1843097600,0,129974272,129974272,0,bytes,0.39635515213012695,0.4492759704589844,0.05292081832885742,wall,seconds,0.39635515213012695,0.4492759704589844
config_id=13_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.868421052631579,0.15296031656581738,1843077120,1843077120,0,130469888,130469888,0,bytes,0.40100598335266113,0.46230363845825195,0.06129765510559082,wall,seconds,0.40100598335266113,0.46230363845825195
config_id=14_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.868421052631579,0.10856678568413025,1843097600,1843097600,0,129974272,129974272,0,bytes,0.45474696159362793,0.5136256217956543,0.05887866020202637,wall,seconds,0.45474696159362793,0.5136256217956543
config_id=7_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.14646688973455957,1843077120,1843077120,0,130469888,130469888,0,bytes,0.4699549674987793,0.5265583992004395,0.056603431701660156,wall,seconds,0.4699549674987793,0.5265583992004395
config_id=8_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.7929409166199481,1843097600,1843097600,0,129974272,129974272,0,bytes,0.5194592475891113,0.5833549499511719,0.06389570236206055,wall,seconds,0.5194592475891113,0.5833549499511719
config_id=3_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.685595153449124,1843077120,1843077120,0,130469888,130469888,0,bytes,0.5321874618530273,0.5862581729888916,0.05407071113586426,wall,seconds,0.5321874618530273,0.5862581729888916
config_id=15_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.15255084222237925,1843097600,1843097600,0,129974272,129974272,0,bytes,0.5936188697814941,0.6600661277770996,0.06644725799560547,wall,seconds,0.5936188697814941,0.6600661277770996
config_id=16_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.14207280402429348,1843077120,1843077120,0,130469888,130469888,0,bytes,0.5958421230316162,0.6667678356170654,0.07092571258544922,wall,seconds,0.5958421230316162,0.6667678356170654
config_id=17_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.11404503737314195,1843097600,1843097600,0,129974272,129974272,0,bytes,0.6660060882568359,0.7290394306182861,0.0630333423614502,wall,seconds,0.6660060882568359,0.7290394306182861
config_id=18_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.11969234558813577,1843077120,1843077120,0,130469888,130469888,0,bytes,0.7452137470245361,0.8030178546905518,0.057804107666015625,wall,seconds,0.7452137470245361,0.8030178546905518
config_id=19_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.1488993274680613,1843097600,1843097600,0,129974272,129974272,0,bytes,0.7468750476837158,0.8047611713409424,0.05788612365722656,wall,seconds,0.7468750476837158,0.8047611713409424
config_id=20_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.14862660738948147,1843077120,1843077120,0,130469888,130469888,0,bytes,0.8096632957458496,0.8699791431427002,0.060315847396850586,wall,seconds,0.8096632957458496,0.8699791431427002
config_id=21_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.1488428192174653,1843097600,1843097600,0,129974272,129974272,0,bytes,0.8142542839050293,0.8747920989990234,0.06053781509399414,wall,seconds,0.8142542839050293,0.8747920989990234
config_id=22_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.14853466049121114,1843077120,1843077120,0,130469888,130469888,0,bytes,0.8767478466033936,0.9376609325408936,0.0609130859375,wall,seconds,0.8767478466033936,0.9376609325408936
config_id=23_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.1484030813748857,1843097600,1843097600,0,129974272,129974272,0,bytes,0.8802790641784668,0.9384987354278564,0.05821967124938965,wall,seconds,0.8802790641784668,0.9384987354278564
config_id=24_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.14811773607037537,1843077120,1843077120,0,130469888,130469888,0,bytes,0.946305513381958,1.000157117843628,0.05385160446166992,wall,seconds,0.946305513381958,1.000157117843628
config_id=25_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.25973902572668783,1843097600,1843097600,0,129974272,129974272,0,bytes,0.9480068683624268,1.0023796558380127,0.05437278747558594,wall,seconds,0.9480068683624268,1.0023796558380127
config_id=26_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.5113875507308893,1843077120,1843077120,0,130469888,130469888,0,bytes,1.0120339393615723,1.0747010707855225,0.0626671314239502,wall,seconds,1.0120339393615723,1.0747010707855225
config_id=11_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.11646759543664197,1843097600,1843097600,0,129974272,129974272,0,bytes,1.015934705734253,1.0751161575317383,0.05918145179748535,wall,seconds,1.015934705734253,1.0751161575317383
config_id=7_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.14646688973455957,1843077120,1843077120,0,130469888,130469888,0,bytes,1.0834591388702393,1.1383509635925293,0.05489182472229004,wall,seconds,1.0834591388702393,1.1383509635925293
config_id=18_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.11969234558813577,1843097600,1843097600,0,129974272,129974272,0,bytes,1.0883281230926514,1.1436691284179688,0.05534100532531738,wall,seconds,1.0883281230926514,1.1436691284179688
config_id=19_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.1488993274680613,1843077120,1843077120,0,130469888,130469888,0,bytes,1.1451201438903809,1.2000322341918945,0.05491209030151367,wall,seconds,1.1451201438903809,1.2000322341918945
config_id=22_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.14853466049121114,1843097600,1843097600,0,129974272,129974272,0,bytes,1.1500589847564697,1.2047903537750244,0.05473136901855469,wall,seconds,1.1500589847564697,1.2047903537750244
config_id=27_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.573931655089634,1843077120,1843077120,0,130469888,130469888,0,bytes,1.2530558109283447,1.3065733909606934,0.05351758003234863,wall,seconds,1.2530558109283447,1.3065733909606934
config_id=28_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.8591084298026667,1843097600,1843097600,0,129974272,129974272,0,bytes,1.255131721496582,1.3095788955688477,0.054447174072265625,wall,seconds,1.255131721496582,1.3095788955688477
config_id=29_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.5860358815211507,1843077120,1843077120,0,130469888,130469888,0,bytes,1.3125371932983398,1.3677637577056885,0.05522656440734863,wall,seconds,1.3125371932983398,1.3677637577056885
config_id=30_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.23641929894983324,1843097600,1843097600,0,129974272,129974272,0,bytes,1.315474271774292,1.3683974742889404,0.05292320251464844,wall,seconds,1.315474271774292,1.3683974742889404
config_id=18_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.11969234558813577,1843097600,1843097600,0,129974272,129974272,0,bytes,1.3776586055755615,1.4302117824554443,0.05255317687988281,wall,seconds,1.3776586055755615,1.4302117824554443
config_id=31_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.34369101533869656,1843077120,1843077120,0,130469888,130469888,0,bytes,1.3744359016418457,1.4302878379821777,0.05585193634033203,wall,seconds,1.3744359016418457,1.4302878379821777
config_id=32_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.746717878493169,1843097600,1843097600,0,129974272,129974272,0,bytes,1.4394760131835938,1.4953444004058838,0.05586838722229004,wall,seconds,1.4394760131835938,1.4953444004058838
config_id=33_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.15204127438822362,1843077120,1843077120,0,130469888,130469888,0,bytes,1.4414997100830078,1.4996764659881592,0.05817675590515137,wall,seconds,1.4414997100830078,1.4996764659881592
config_id=34_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.8725056264596475,1843097600,1843097600,0,129974272,130138112,163840,bytes,1.5027761459350586,1.5580675601959229,0.05529141426086426,wall,seconds,1.5027761459350586,1.5580675601959229
config_id=31_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.34369101533869656,1843077120,1843077120,0,130469888,130469888,0,bytes,1.5080785751342773,1.5609023571014404,0.052823781967163086,wall,seconds,1.5080785751342773,1.5609023571014404
config_id=35_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.1781376912051071,1843097600,1843097600,0,130138112,130138112,0,bytes,1.699941873550415,1.7510101795196533,0.05106830596923828,wall,seconds,1.699941873550415,1.7510101795196533
config_id=36_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.12205324038051446,1843077120,1843077120,0,130469888,130469888,0,bytes,1.7022929191589355,1.7523891925811768,0.05009627342224121,wall,seconds,1.7022929191589355,1.7523891925811768
config_id=37_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.34936886087152874,1843097600,1843097600,0,130138112,130138112,0,bytes,1.7576472759246826,1.8117318153381348,0.05408453941345215,wall,seconds,1.7576472759246826,1.8117318153381348
config_id=38_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12048554024197429,1843077120,1843077120,0,130469888,130469888,0,bytes,1.7607786655426025,1.812079668045044,0.051301002502441406,wall,seconds,1.7607786655426025,1.812079668045044
config_id=39_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.12173049995613261,1843097600,1843097600,0,130138112,130138112,0,bytes,1.8180692195892334,1.8716812133789062,0.05361199378967285,wall,seconds,1.8180692195892334,1.8716812133789062
config_id=40_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.12054504604429503,1843077120,1843077120,0,130469888,130469888,0,bytes,1.8214921951293945,1.874650239944458,0.05315804481506348,wall,seconds,1.8214921951293945,1.874650239944458
config_id=41_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.12179840185582574,1843097600,1843097600,0,130138112,130138112,0,bytes,1.8776285648345947,1.9311528205871582,0.05352425575256348,wall,seconds,1.8776285648345947,1.9311528205871582
config_id=42_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.1207224982600493,1843077120,1843077120,0,130469888,130469888,0,bytes,1.8833529949188232,1.9395725727081299,0.05621957778930664,wall,seconds,1.8833529949188232,1.9395725727081299
config_id=43_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12158501274980768,1843097600,1843097600,0,130138112,130138112,0,bytes,1.9369404315948486,1.9929769039154053,0.05603647232055664,wall,seconds,1.9369404315948486,1.9929769039154053
config_id=44_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12180257000400217,1843077120,1843077120,0,130469888,130469888,0,bytes,1.9460535049438477,2.000948905944824,0.05489540100097656,wall,seconds,1.9460535049438477,2.000948905944824
config_id=45_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.8374993880184934,1843097600,1843097600,0,130138112,130138112,0,bytes,1.9992682933807373,2.0624279975891113,0.06315970420837402,wall,seconds,1.9992682933807373,2.0624279975891113
config_id=46_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12076056501394733,1843077120,1843077120,0,130469888,130469888,0,bytes,2.0083203315734863,2.0719919204711914,0.06367158889770508,wall,seconds,2.0083203315734863,2.0719919204711914
config_id=47_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.12068870072181384,1843097600,1843097600,0,130138112,130138112,0,bytes,2.068183183670044,2.1220765113830566,0.053893327713012695,wall,seconds,2.068183183670044,2.1220765113830566
config_id=48_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.12123376242102166,1843077120,1843077120,0,130469888,130469888,0,bytes,2.0775063037872314,2.130385160446167,0.05287885665893555,wall,seconds,2.0775063037872314,2.130385160446167
config_id=36_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12205324038051446,1843097600,1843097600,0,130138112,130138112,0,bytes,2.1282835006713867,2.1816935539245605,0.05341005325317383,wall,seconds,2.1282835006713867,2.1816935539245605
config_id=35_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.1781376912051071,1843077120,1843077120,0,130469888,130469888,0,bytes,2.137828826904297,2.1915037631988525,0.053674936294555664,wall,seconds,2.137828826904297,2.1915037631988525
config_id=37_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.34936886087152874,1843097600,1843097600,0,130138112,130138112,0,bytes,2.187619686126709,2.241107702255249,0.05348801612854004,wall,seconds,2.187619686126709,2.241107702255249
config_id=47_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12068870072181384,1843077120,1843077120,0,130469888,130469888,0,bytes,2.1975619792938232,2.2494218349456787,0.05185985565185547,wall,seconds,2.1975619792938232,2.2494218349456787
config_id=36_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.12205324038051446,1843097600,1843097600,0,130138112,130138112,0,bytes,2.2473535537719727,2.3002700805664062,0.052916526794433594,wall,seconds,2.2473535537719727,2.3002700805664062
config_id=49_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.12236517883730591,1843077120,1843077120,0,130469888,130469888,0,bytes,2.3157265186309814,2.369366407394409,0.053639888763427734,wall,seconds,2.3157265186309814,2.369366407394409
config_id=50_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.12201615904054519,1843097600,1843097600,0,130138112,130138112,0,bytes,2.3178791999816895,2.371673107147217,0.053793907165527344,wall,seconds,2.3178791999816895,2.371673107147217
config_id=51_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.11987205967961648,1843077120,1843077120,0,130469888,130469888,0,bytes,2.3776965141296387,2.430657386779785,0.052960872650146484,wall,seconds,2.3776965141296387,2.430657386779785
config_id=52_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.11974985061034335,1843097600,1843097600,0,130138112,130138112,0,bytes,2.4452247619628906,2.502284526824951,0.05705976486206055,wall,seconds,2.4452247619628906,2.502284526824951
config_id=53_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.32474760774990463,1843077120,1843077120,0,130469888,130469888,0,bytes,2.4483401775360107,2.5043704509735107,0.0560302734375,wall,seconds,2.4483401775360107,2.5043704509735107
config_id=54_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.11987507929532636,1843097600,1843097600,0,130138112,130138112,0,bytes,2.5119411945343018,2.5650086402893066,0.05306744575500488,wall,seconds,2.5119411945343018,2.5650086402893066
config_id=55_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.11941426701011257,1843077120,1843077120,0,130469888,130469888,0,bytes,2.5156171321868896,2.5677831172943115,0.052165985107421875,wall,seconds,2.5156171321868896,2.5677831172943115
config_id=56_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.11935626502024627,1843097600,1843097600,0,130138112,130138112,0,bytes,2.573324680328369,2.627865791320801,0.05454111099243164,wall,seconds,2.573324680328369,2.627865791320801
config_id=57_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.5341568665265988,1843077120,1843077120,0,130469888,130469888,0,bytes,2.57570219039917,2.631601095199585,0.05589890480041504,wall,seconds,2.57570219039917,2.631601095199585
config_id=58_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.11944852470683756,1843097600,1843097600,0,130138112,130138112,0,bytes,2.6354644298553467,2.6899259090423584,0.05446147918701172,wall,seconds,2.6354644298553467,2.6899259090423584
config_id=59_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.11948272481861408,1843077120,1843077120,0,130469888,130469888,0,bytes,2.6391916275024414,2.6933815479278564,0.05418992042541504,wall,seconds,2.6391916275024414,2.6933815479278564
config_id=60_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.11954703940070033,1843097600,1843097600,0,130138112,130138112,0,bytes,2.6968958377838135,2.7506446838378906,0.05374884605407715,wall,seconds,2.6968958377838135,2.7506446838378906
config_id=61_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.119398209939763,1843077120,1843077120,0,130469888,130469888,0,bytes,2.7040319442749023,2.7568511962890625,0.052819252014160156,wall,seconds,2.7040319442749023,2.7568511962890625
config_id=62_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.1191524980205025,1843097600,1843097600,0,130138112,130138112,0,bytes,2.7575526237487793,2.8131840229034424,0.055631399154663086,wall,seconds,2.7575526237487793,2.8131840229034424
config_id=63_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6654858750780936,1843077120,1843077120,0,130469888,130469888,0,bytes,2.7630012035369873,2.8179659843444824,0.05496478080749512,wall,seconds,2.7630012035369873,2.8179659843444824
config_id=64_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.1192098284866026,1843097600,1843097600,0,130138112,130138112,0,bytes,2.819794178009033,2.874256134033203,0.05446195602416992,wall,seconds,2.819794178009033,2.874256134033203
config_id=65_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.6832057344327899,1843077120,1843077120,0,130469888,130469888,0,bytes,2.824157238006592,2.8799185752868652,0.05576133728027344,wall,seconds,2.824157238006592,2.8799185752868652
config_id=60_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.868421052631579,0.11954703940070033,1843097600,1843097600,0,130138112,130138112,0,bytes,2.881052017211914,2.9347803592681885,0.053728342056274414,wall,seconds,2.881052017211914,2.9347803592681885
config_id=54_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,smac-doc-example,0.868421052631579,0.11987507929532636,1843077120,1843077120,0,130469888,130469888,0,bytes,2.8855972290039062,2.93877911567688,0.05318188667297363,wall,seconds,2.8855972290039062,2.93877911567688
