score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.6,1747922693,,False,1,b92c8_00015,2025-05-22_16-04-53,0.0002448558807373047,0.0002448558807373047,17465,  .local,127.0.0.1,0.0002448558807373047,1
